year,month,month_name,market,shipping_mode,customer_segment,total_orders,otif_orders,on_time_orders,complete_orders,late_risk_orders,late_deliveries,canceled_deliveries,otif_rate,on_time_rate,in_full_rate,late_delivery_rate,cancel_rate,avg_shipping_days,avg_scheduled_days,avg_delay_days
2016,1,janvier,Pacific Asia,First Class,Home Office,155,0,0,61,140,140,15,0.0,0.0,39.35483870967742,90.32258064516128,9.67741935483871,2,1,1
2016,1,janvier,Pacific Asia,Second Class,Consumer,572,65,147,203,414,414,16,11.363636363636363,25.699300699300696,35.48951048951049,72.37762237762237,2.797202797202797,3,2,1
2016,1,janvier,Pacific Asia,Standard Class,Consumer,1552,275,940,508,583,583,79,17.719072164948454,60.567010309278345,32.7319587628866,37.56443298969072,5.09020618556701,3,4,-1
2016,1,janvier,Pacific Asia,Second Class,Corporate,389,11,54,109,320,320,15,2.827763496143959,13.881748071979436,28.020565552699228,82.26221079691517,3.8560411311053984,4,2,2
2016,1,janvier,Pacific Asia,Same Day,Consumer,163,30,71,70,81,81,13,18.404907975460123,43.558282208588956,42.944785276073624,49.693251533742334,7.975460122699387,0,0,0
2016,2,février,Pacific Asia,Second Class,Home Office,197,11,32,77,155,155,10,5.583756345177665,16.243654822335024,39.08629441624365,78.68020304568529,5.0761421319796955,4,2,2
2016,2,février,Pacific Asia,First Class,Corporate,233,0,0,67,209,209,24,0.0,0.0,28.75536480686695,89.69957081545064,10.300429184549357,2,1,1
2016,2,février,Pacific Asia,Same Day,Home Office,29,11,22,11,7,7,0,37.93103448275862,75.86206896551724,37.93103448275862,24.137931034482758,0.0,0,0,0
2016,2,février,Pacific Asia,First Class,Home Office,122,0,0,29,113,113,9,0.0,0.0,23.770491803278688,92.62295081967213,7.377049180327869,2,1,1
2016,2,février,Pacific Asia,Standard Class,Corporate,911,178,525,318,381,381,25,19.538968166849617,57.62897914379802,34.90669593852908,41.822173435784855,2.7442371020856204,4,4,0
2016,2,février,Pacific Asia,First Class,Consumer,327,0,0,106,317,317,10,0.0,0.0,32.415902140672785,96.94189602446484,3.058103975535168,2,1,1
2016,2,février,Pacific Asia,Standard Class,Home Office,554,114,342,175,204,204,29,20.577617328519857,61.73285198555957,31.5884476534296,36.8231046931408,5.234657039711191,3,4,-1
2016,2,février,Pacific Asia,Same Day,Consumer,130,18,87,26,43,43,8,13.846153846153847,66.92307692307692,20.0,33.07692307692307,6.153846153846154,0,0,0
2016,2,février,Pacific Asia,Same Day,Corporate,81,8,50,20,27,27,4,9.876543209876543,61.72839506172839,24.691358024691358,33.33333333333333,4.938271604938271,0,0,0
2016,2,février,Pacific Asia,Second Class,Corporate,214,6,35,67,166,166,15,2.803738317757009,16.355140186915886,31.308411214953267,77.57009345794393,7.009345794392523,3,2,1
2016,2,février,Pacific Asia,Second Class,Consumer,500,30,108,151,375,375,24,6.0,21.6,30.2,75.0,4.8,3,2,1
2016,2,février,Pacific Asia,Standard Class,Consumer,1596,289,936,478,653,653,53,18.1077694235589,58.64661654135338,29.949874686716793,40.91478696741855,3.3208020050125313,4,4,0
2016,3,mars,Pacific Asia,First Class,Home Office,161,0,0,58,154,154,7,0.0,0.0,36.024844720496894,95.65217391304348,4.3478260869565215,2,1,1
2016,3,mars,Pacific Asia,First Class,Corporate,230,0,0,114,224,224,6,0.0,0.0,49.56521739130435,97.3913043478261,2.608695652173913,2,1,1
2016,3,mars,Pacific Asia,Same Day,Corporate,73,13,43,26,30,30,0,17.80821917808219,58.9041095890411,35.61643835616438,41.0958904109589,0.0,0,0,0
2016,3,mars,Pacific Asia,Second Class,Home Office,197,6,22,53,165,165,10,3.0456852791878175,11.16751269035533,26.903553299492383,83.75634517766497,5.0761421319796955,4,2,2
2016,3,mars,Pacific Asia,Same Day,Consumer,144,8,58,28,86,86,0,5.555555555555555,40.27777777777778,19.444444444444446,59.72222222222222,0.0,0,0,0
2016,3,mars,Pacific Asia,First Class,Consumer,484,0,0,170,455,455,29,0.0,0.0,35.12396694214876,94.00826446280992,5.991735537190083,2,1,1
2016,3,mars,Pacific Asia,Same Day,Home Office,55,14,33,14,22,22,2,25.454545454545453,60.0,25.454545454545453,40.0,3.6363636363636362,0,0,0
2016,3,mars,Pacific Asia,Standard Class,Corporate,895,177,543,301,352,352,16,19.776536312849164,60.67039106145251,33.63128491620112,39.32960893854748,1.7877094972067038,4,4,0
2016,3,mars,Pacific Asia,Second Class,Consumer,450,31,79,189,357,357,20,6.888888888888889,17.555555555555554,42.0,79.33333333333333,4.444444444444445,4,2,2
2016,3,mars,Pacific Asia,Second Class,Corporate,329,27,73,121,245,245,14,8.206686930091186,22.188449848024316,36.77811550151976,74.46808510638297,4.25531914893617,3,2,1
2016,3,mars,Pacific Asia,Standard Class,Home Office,562,95,331,174,223,223,18,16.90391459074733,58.89679715302491,30.96085409252669,39.679715302491104,3.202846975088968,4,4,0
2016,3,mars,Pacific Asia,Standard Class,Consumer,1630,287,1018,498,592,592,67,17.607361963190186,62.45398773006134,30.552147239263803,36.31901840490798,4.110429447852761,3,4,-1
2016,4,avril,Pacific Asia,First Class,Home Office,8,0,0,0,5,5,3,0.0,0.0,0.0,62.5,37.5,2,1,1
2016,4,avril,Pacific Asia,First Class,Consumer,2,0,0,1,1,1,1,0.0,0.0,50.0,50.0,50.0,2,1,1
2016,4,avril,Pacific Asia,Second Class,Consumer,33,4,11,9,22,22,5,12.121212121212121,33.33333333333333,27.27272727272727,66.66666666666666,15.151515151515152,3,2,1
2016,4,avril,Pacific Asia,Same Day,Consumer,9,0,5,0,4,4,0,0.0,55.55555555555556,0.0,44.44444444444444,0.0,0,0,0
2016,4,avril,Pacific Asia,First Class,Corporate,13,0,0,2,13,13,0,0.0,0.0,15.384615384615385,100.0,0.0,2,1,1
2016,4,avril,USCA,First Class,Home Office,119,0,0,51,118,118,1,0.0,0.0,42.857142857142854,99.15966386554622,0.8403361344537815,2,1,1
2016,4,avril,Pacific Asia,Standard Class,Home Office,19,7,7,11,12,12,0,36.84210526315789,36.84210526315789,57.89473684210527,63.1578947368421,0.0,4,4,0
2016,4,avril,USCA,Second Class,Home Office,166,14,26,71,139,139,5,8.433734939759036,15.66265060240964,42.77108433734939,83.73493975903614,3.0120481927710845,3,2,1
2016,4,avril,Pacific Asia,Second Class,Home Office,17,0,4,8,13,13,0,0.0,23.52941176470588,47.05882352941176,76.47058823529412,0.0,4,2,2
2016,4,avril,USCA,First Class,Corporate,219,0,0,60,207,207,12,0.0,0.0,27.397260273972602,94.52054794520548,5.47945205479452,2,1,1
2016,4,avril,USCA,Same Day,Home Office,42,0,13,3,29,29,0,0.0,30.952380952380953,7.142857142857142,69.04761904761905,0.0,0,0,0
2016,4,avril,USCA,Standard Class,Consumer,1516,284,921,465,555,555,92,18.733509234828496,60.75197889182058,30.672823218997365,36.60949868073879,6.068601583113456,3,4,-1
2016,4,avril,Pacific Asia,Second Class,Corporate,6,0,0,3,6,6,0,0.0,0.0,50.0,100.0,0.0,3,2,1
2016,4,avril,USCA,Standard Class,Home Office,438,99,266,167,168,168,20,22.602739726027394,60.73059360730594,38.12785388127854,38.35616438356164,4.5662100456621,4,4,0
2016,4,avril,USCA,Standard Class,Corporate,1039,204,601,354,421,421,51,19.634263715110684,57.84408084696824,34.07122232916265,40.51973051010587,4.908565928777671,4,4,0
2016,4,avril,Pacific Asia,Standard Class,Corporate,31,0,21,5,10,10,0,0.0,67.74193548387096,16.129032258064516,32.25806451612903,0.0,4,4,0
2016,4,avril,Pacific Asia,Standard Class,Consumer,21,2,18,2,3,3,0,9.523809523809524,85.71428571428571,9.523809523809524,14.285714285714285,0.0,3,4,-1
2016,4,avril,USCA,Same Day,Corporate,62,10,32,18,30,30,3,16.129032258064516,51.61290322580645,29.03225806451613,48.38709677419355,4.838709677419355,0,0,0
2016,4,avril,USCA,First Class,Consumer,413,0,0,141,399,399,14,0.0,0.0,34.14043583535109,96.61016949152543,3.389830508474576,2,1,1
2016,4,avril,USCA,Same Day,Consumer,142,43,91,64,51,51,0,30.28169014084507,64.08450704225352,45.07042253521127,35.91549295774648,0.0,0,0,0
2016,4,avril,USCA,Second Class,Consumer,473,38,94,150,375,375,4,8.0338266384778,19.873150105708245,31.712473572938688,79.28118393234672,0.8456659619450317,4,2,2
2016,4,avril,USCA,Second Class,Corporate,309,24,69,97,234,234,6,7.766990291262135,22.330097087378643,31.3915857605178,75.72815533980582,1.9417475728155338,3,2,1
2016,5,mai,USCA,Standard Class,Home Office,534,76,290,139,241,241,23,14.232209737827715,54.30711610486891,26.02996254681648,45.1310861423221,4.307116104868914,4,4,0
2016,5,mai,USCA,Standard Class,Consumer,1607,362,972,612,600,600,92,22.52644679527069,60.48537647790915,38.08338518979465,37.336652146857496,5.7249533291848165,4,4,0
2016,5,mai,USCA,Same Day,Corporate,119,20,79,24,40,40,21,16.80672268907563,66.38655462184873,20.168067226890756,33.61344537815126,17.647058823529413,0,0,0
2016,5,mai,USCA,First Class,Corporate,260,0,0,90,248,248,12,0.0,0.0,34.61538461538461,95.38461538461539,4.615384615384616,2,1,1
2016,5,mai,USCA,Same Day,Consumer,151,32,80,63,71,71,0,21.192052980132452,52.980132450331126,41.72185430463576,47.019867549668874,0.0,0,0,0
2016,5,mai,USCA,First Class,Home Office,170,0,0,83,164,164,6,0.0,0.0,48.8235294117647,96.47058823529412,3.5294117647058822,2,1,1
2016,5,mai,USCA,Same Day,Home Office,50,10,28,18,22,22,5,20.0,56.00000000000001,36.0,44.0,10.0,0,0,0
2016,5,mai,USCA,First Class,Consumer,408,0,0,119,383,383,25,0.0,0.0,29.166666666666668,93.87254901960785,6.127450980392156,2,1,1
2016,5,mai,USCA,Second Class,Home Office,142,12,20,63,122,122,0,8.450704225352112,14.084507042253522,44.36619718309859,85.91549295774648,0.0,4,2,2
2016,5,mai,USCA,Second Class,Consumer,639,43,117,237,504,504,23,6.729264475743349,18.30985915492958,37.08920187793427,78.87323943661971,3.599374021909233,3,2,1
2016,5,mai,USCA,Second Class,Corporate,297,10,57,98,234,234,6,3.3670033670033668,19.19191919191919,32.996632996633,78.78787878787878,2.0202020202020203,3,2,1
2016,5,mai,USCA,Standard Class,Corporate,925,166,585,260,322,322,45,17.945945945945947,63.24324324324324,28.10810810810811,34.81081081081081,4.864864864864865,3,4,-1
2016,6,juin,USCA,First Class,Corporate,243,0,0,73,237,237,6,0.0,0.0,30.04115226337449,97.53086419753086,2.4691358024691357,2,1,1
2016,6,juin,USCA,First Class,Consumer,404,0,0,138,391,391,13,0.0,0.0,34.15841584158416,96.78217821782178,3.217821782178218,2,1,1
2016,6,juin,USCA,Same Day,Consumer,146,26,64,52,80,80,5,17.80821917808219,43.83561643835616,35.61643835616438,54.794520547945204,3.4246575342465753,0,0,0
2016,6,juin,USCA,Second Class,Home Office,163,22,49,60,112,112,6,13.496932515337424,30.061349693251532,36.809815950920246,68.71165644171779,3.6809815950920246,3,2,1
2016,6,juin,USCA,First Class,Home Office,98,0,0,40,94,94,4,0.0,0.0,40.816326530612244,95.91836734693877,4.081632653061225,2,1,1
2016,6,juin,USCA,Same Day,Corporate,81,24,37,44,40,40,8,29.629629629629626,45.67901234567901,54.32098765432099,49.382716049382715,9.876543209876543,0,0,0
2016,6,juin,USCA,Same Day,Home Office,43,10,18,22,25,25,0,23.25581395348837,41.86046511627907,51.162790697674424,58.139534883720934,0.0,0,0,0
2016,6,juin,USCA,Standard Class,Home Office,595,123,345,240,239,239,28,20.672268907563023,57.98319327731093,40.33613445378151,40.168067226890756,4.705882352941177,4,4,0
2016,6,juin,USCA,Standard Class,Corporate,826,159,474,264,346,346,34,19.249394673123486,57.384987893462466,31.961259079903147,41.88861985472155,4.116222760290557,4,4,0
2016,6,juin,USCA,Standard Class,Consumer,1511,291,926,490,570,570,65,19.25876902713435,61.283917935142284,32.428855062872266,37.72336201191264,4.301786896095301,3,4,-1
2016,6,juin,USCA,Second Class,Corporate,360,25,70,153,279,279,11,6.944444444444445,19.444444444444446,42.5,77.5,3.0555555555555554,3,2,1
2016,6,juin,USCA,Second Class,Consumer,584,30,94,184,460,460,30,5.136986301369863,16.095890410958905,31.506849315068493,78.76712328767124,5.136986301369863,4,2,2
2016,7,juillet,USCA,First Class,Home Office,175,0,0,68,160,160,15,0.0,0.0,38.857142857142854,91.42857142857143,8.571428571428571,2,1,1
2016,7,juillet,USCA,First Class,Corporate,219,0,0,94,199,199,20,0.0,0.0,42.922374429223744,90.8675799086758,9.1324200913242,2,1,1
2016,7,juillet,USCA,Same Day,Consumer,175,44,117,66,58,58,11,25.142857142857146,66.85714285714286,37.714285714285715,33.14285714285714,6.2857142857142865,0,0,0
2016,7,juillet,USCA,Same Day,Home Office,57,10,43,17,14,14,0,17.543859649122805,75.43859649122807,29.82456140350877,24.561403508771928,0.0,0,0,0
2016,7,juillet,USCA,Second Class,Consumer,511,22,125,162,350,350,36,4.305283757338552,24.46183953033268,31.702544031311152,68.4931506849315,7.045009784735812,3,2,1
2016,7,juillet,USCA,First Class,Consumer,441,0,0,152,414,414,27,0.0,0.0,34.467120181405896,93.87755102040816,6.122448979591836,2,1,1
2016,7,juillet,USCA,Second Class,Home Office,169,15,36,90,128,128,11,8.875739644970414,21.301775147928996,53.25443786982249,75.7396449704142,6.508875739644971,3,2,1
2016,7,juillet,USCA,Same Day,Corporate,102,27,71,37,31,31,1,26.47058823529412,69.6078431372549,36.27450980392157,30.392156862745097,0.9803921568627451,0,0,0
2016,7,juillet,USCA,Standard Class,Home Office,622,115,355,212,248,248,45,18.488745980707396,57.073954983922825,34.08360128617363,39.87138263665595,7.234726688102894,4,4,0
2016,7,juillet,USCA,Second Class,Corporate,280,28,47,130,228,228,5,10.0,16.785714285714285,46.42857142857143,81.42857142857143,1.7857142857142856,4,2,2
2016,7,juillet,USCA,Standard Class,Consumer,1651,321,1052,540,571,571,97,19.442761962447,63.71895820714718,32.707450030284676,34.58509993943065,5.875227135069655,3,4,-1
2016,7,juillet,USCA,Standard Class,Corporate,903,156,531,268,354,354,43,17.275747508305646,58.80398671096345,29.67884828349945,39.202657807308974,4.761904761904762,4,4,0
2016,8,août,Africa,First Class,Corporate,19,0,0,18,19,19,0,0.0,0.0,94.73684210526315,100.0,0.0,2,1,1
2016,8,août,Africa,Same Day,Consumer,11,1,6,2,5,5,0,9.090909090909092,54.54545454545454,18.181818181818183,45.45454545454545,0.0,0,0,0
2016,8,août,Europe,Second Class,Consumer,10,0,0,4,10,10,0,0.0,0.0,40.0,100.0,0.0,5,2,3
2016,8,août,Africa,Second Class,Consumer,45,0,2,15,40,40,4,0.0,4.444444444444445,33.33333333333333,88.88888888888889,8.88888888888889,4,2,2
2016,8,août,Africa,Standard Class,Home Office,50,16,37,20,13,13,0,32.0,74.0,40.0,26.0,0.0,3,4,-1
2016,8,août,Africa,First Class,Home Office,4,0,0,0,4,4,0,0.0,0.0,0.0,100.0,0.0,2,1,1
2016,8,août,Africa,Same Day,Corporate,3,0,0,0,3,3,0,0.0,0.0,0.0,100.0,0.0,1,0,1
2016,8,août,Africa,First Class,Consumer,18,0,0,8,18,18,0,0.0,0.0,44.44444444444444,100.0,0.0,2,1,1
2016,8,août,Africa,Second Class,Home Office,17,0,0,15,17,17,0,0.0,0.0,88.23529411764706,100.0,0.0,4,2,2
2016,8,août,Europe,First Class,Home Office,8,0,0,5,8,8,0,0.0,0.0,62.5,100.0,0.0,2,1,1
2016,8,août,Pacific Asia,First Class,Home Office,31,0,0,14,31,31,0,0.0,0.0,45.16129032258064,100.0,0.0,2,1,1
2016,8,août,Pacific Asia,First Class,Corporate,19,0,0,10,19,19,0,0.0,0.0,52.63157894736842,100.0,0.0,2,1,1
2016,8,août,Europe,Standard Class,Home Office,4,0,4,0,0,0,0,0.0,100.0,0.0,0.0,0.0,2,4,-2
2016,8,août,Europe,First Class,Corporate,5,0,0,0,5,5,0,0.0,0.0,0.0,100.0,0.0,2,1,1
2016,8,août,Europe,First Class,Consumer,10,0,0,4,10,10,0,0.0,0.0,40.0,100.0,0.0,2,1,1
2016,8,août,Africa,Second Class,Corporate,43,7,12,14,31,31,4,16.27906976744186,27.906976744186046,32.55813953488372,72.09302325581395,9.30232558139535,3,2,1
2016,8,août,Africa,Standard Class,Corporate,97,20,60,33,34,34,4,20.618556701030926,61.855670103092784,34.02061855670103,35.051546391752574,4.123711340206185,3,4,-1
2016,8,août,USCA,First Class,Consumer,324,0,0,115,320,320,4,0.0,0.0,35.49382716049383,98.76543209876543,1.2345679012345678,2,1,1
2016,8,août,Pacific Asia,Second Class,Home Office,2,0,0,0,2,2,0,0.0,0.0,0.0,100.0,0.0,5,2,3
2016,8,août,Pacific Asia,Same Day,Consumer,6,0,0,0,6,6,0,0.0,0.0,0.0,100.0,0.0,1,0,1
2016,8,août,Pacific Asia,Standard Class,Home Office,45,18,27,20,18,18,0,40.0,60.0,44.44444444444444,40.0,0.0,3,4,-1
2016,8,août,Pacific Asia,First Class,Consumer,32,0,0,3,32,32,0,0.0,0.0,9.375,100.0,0.0,2,1,1
2016,8,août,Europe,Second Class,Corporate,9,0,7,0,2,2,0,0.0,77.77777777777779,0.0,22.22222222222222,0.0,2,2,0
2016,8,août,Africa,Standard Class,Consumer,177,51,98,73,75,75,4,28.8135593220339,55.367231638418076,41.24293785310734,42.3728813559322,2.2598870056497176,4,4,0
2016,8,août,Europe,Second Class,Home Office,3,0,0,0,3,3,0,0.0,0.0,0.0,100.0,0.0,4,2,2
2016,8,août,USCA,First Class,Corporate,196,0,0,65,180,180,16,0.0,0.0,33.16326530612245,91.83673469387756,8.16326530612245,2,1,1
2016,8,août,Pacific Asia,Standard Class,Corporate,74,32,45,45,29,29,0,43.24324324324324,60.810810810810814,60.810810810810814,39.189189189189186,0.0,4,4,0
2016,8,août,Pacific Asia,Same Day,Corporate,1,0,1,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0,0,0
2016,8,août,USCA,Same Day,Home Office,36,4,14,10,22,22,0,11.11111111111111,38.88888888888889,27.77777777777778,61.111111111111114,0.0,0,0,0
2016,8,août,USCA,Second Class,Corporate,273,14,82,98,183,183,17,5.128205128205128,30.036630036630036,35.8974358974359,67.03296703296702,6.227106227106227,3,2,1
2016,8,août,Europe,Standard Class,Consumer,57,24,40,32,17,17,0,42.10526315789473,70.17543859649122,56.14035087719298,29.82456140350877,0.0,4,4,0
2016,8,août,USCA,First Class,Home Office,147,0,0,45,138,138,9,0.0,0.0,30.612244897959183,93.87755102040816,6.122448979591836,2,1,1
2016,8,août,Europe,Standard Class,Corporate,27,12,25,12,2,2,0,44.44444444444444,92.5925925925926,44.44444444444444,7.4074074074074066,0.0,2,4,-2
2016,8,août,USCA,Standard Class,Consumer,1392,259,853,432,522,522,53,18.606321839080458,61.27873563218391,31.03448275862069,37.5,3.807471264367816,3,4,-1
2016,8,août,USCA,Same Day,Corporate,60,4,22,20,38,38,4,6.666666666666667,36.666666666666664,33.33333333333333,63.33333333333333,6.666666666666667,0,0,0
2016,8,août,USCA,Second Class,Home Office,140,16,36,67,101,101,5,11.428571428571429,25.71428571428571,47.85714285714286,72.14285714285714,3.571428571428571,3,2,1
2016,8,août,USCA,Second Class,Consumer,433,28,84,148,339,339,10,6.466512702078522,19.399538106235568,34.18013856812933,78.29099307159353,2.3094688221709005,3,2,1
2016,8,août,USCA,Standard Class,Corporate,695,125,405,222,283,283,15,17.985611510791365,58.27338129496403,31.942446043165468,40.719424460431654,2.158273381294964,3,4,-1
2016,8,août,Pacific Asia,Same Day,Home Office,4,0,0,4,4,4,0,0.0,0.0,100.0,100.0,0.0,1,0,1
2016,8,août,Pacific Asia,Second Class,Consumer,51,0,12,9,39,39,4,0.0,23.52941176470588,17.647058823529413,76.47058823529412,7.8431372549019605,3,2,1
2016,8,août,Pacific Asia,Second Class,Corporate,32,0,9,9,23,23,0,0.0,28.125,28.125,71.875,0.0,3,2,1
2016,8,août,USCA,Standard Class,Home Office,457,86,277,126,173,173,8,18.818380743982495,60.61269146608315,27.571115973741794,37.85557986870897,1.75054704595186,3,4,-1
2016,8,août,Pacific Asia,Standard Class,Consumer,132,35,81,53,51,51,4,26.515151515151516,61.36363636363637,40.15151515151515,38.63636363636363,3.0303030303030303,3,4,-1
2016,8,août,USCA,Same Day,Consumer,135,18,56,52,79,79,0,13.333333333333334,41.48148148148148,38.51851851851852,58.51851851851851,0.0,0,0,0
2016,9,septembre,Africa,First Class,Home Office,61,0,0,26,61,61,0,0.0,0.0,42.62295081967213,100.0,0.0,2,1,1
2016,9,septembre,Africa,Second Class,Home Office,63,9,14,19,46,46,3,14.285714285714285,22.22222222222222,30.158730158730158,73.01587301587301,4.761904761904762,4,2,2
2016,9,septembre,Africa,Same Day,Home Office,29,3,8,3,21,21,5,10.344827586206897,27.586206896551722,10.344827586206897,72.41379310344827,17.24137931034483,0,0,0
2016,9,septembre,Africa,Same Day,Corporate,45,12,24,20,21,21,0,26.666666666666668,53.333333333333336,44.44444444444444,46.666666666666664,0.0,0,0,0
2016,9,septembre,Africa,First Class,Corporate,66,0,0,13,64,64,2,0.0,0.0,19.696969696969695,96.96969696969697,3.0303030303030303,2,1,1
2016,9,septembre,Africa,Second Class,Corporate,154,9,29,47,120,120,8,5.844155844155844,18.83116883116883,30.519480519480517,77.92207792207793,5.194805194805195,3,2,1
2016,9,septembre,Africa,First Class,Consumer,238,0,0,90,227,227,11,0.0,0.0,37.81512605042017,95.37815126050421,4.621848739495799,2,1,1
2016,9,septembre,Europe,Same Day,Corporate,22,4,19,4,3,3,0,18.181818181818183,86.36363636363636,18.181818181818183,13.636363636363635,0.0,0,0,0
2016,9,septembre,Europe,First Class,Home Office,38,0,0,28,38,38,0,0.0,0.0,73.68421052631578,100.0,0.0,2,1,1
2016,9,septembre,Africa,Standard Class,Corporate,472,123,293,188,178,178,4,26.059322033898308,62.07627118644068,39.83050847457627,37.71186440677966,0.847457627118644,3,4,-1
2016,9,septembre,Europe,Standard Class,Home Office,95,12,50,37,45,45,3,12.631578947368421,52.63157894736842,38.94736842105263,47.368421052631575,3.1578947368421053,4,4,0
2016,9,septembre,Africa,Standard Class,Home Office,305,76,180,116,116,116,22,24.91803278688525,59.01639344262295,38.0327868852459,38.0327868852459,7.213114754098362,3,4,-1
2016,9,septembre,Africa,Same Day,Consumer,84,16,58,32,26,26,0,19.047619047619047,69.04761904761905,38.095238095238095,30.952380952380953,0.0,0,0,0
2016,9,septembre,Europe,First Class,Consumer,104,0,0,45,97,97,7,0.0,0.0,43.269230769230774,93.26923076923077,6.730769230769231,2,1,1
2016,9,septembre,Africa,Second Class,Consumer,274,31,59,91,201,201,14,11.313868613138686,21.532846715328464,33.21167883211679,73.35766423357664,5.109489051094891,4,2,2
2016,9,septembre,Europe,Second Class,Consumer,60,4,8,10,52,52,0,6.666666666666667,13.333333333333334,16.666666666666664,86.66666666666667,0.0,4,2,2
2016,9,septembre,Pacific Asia,First Class,Home Office,33,0,0,12,33,33,0,0.0,0.0,36.36363636363637,100.0,0.0,2,1,1
2016,9,septembre,Europe,Second Class,Home Office,26,0,7,8,19,19,0,0.0,26.923076923076923,30.76923076923077,73.07692307692307,0.0,3,2,1
2016,9,septembre,USCA,First Class,Consumer,28,0,0,4,28,28,0,0.0,0.0,14.285714285714285,100.0,0.0,2,1,1
2016,9,septembre,Europe,Same Day,Home Office,5,5,5,5,0,0,0,100.0,100.0,100.0,0.0,0.0,0,0,0
2016,9,septembre,Africa,Standard Class,Consumer,796,184,500,291,289,289,24,23.115577889447238,62.8140703517588,36.55778894472362,36.30653266331658,3.015075376884422,3,4,-1
2016,9,septembre,Europe,Second Class,Corporate,47,10,12,24,35,35,0,21.27659574468085,25.53191489361702,51.06382978723404,74.46808510638297,0.0,3,2,1
2016,9,septembre,Pacific Asia,Same Day,Corporate,30,3,9,9,21,21,0,10.0,30.0,30.0,70.0,0.0,0,0,0
2016,9,septembre,Pacific Asia,First Class,Consumer,119,0,0,19,109,109,10,0.0,0.0,15.966386554621847,91.59663865546219,8.403361344537815,2,1,1
2016,9,septembre,Europe,First Class,Corporate,45,0,0,20,43,43,2,0.0,0.0,44.44444444444444,95.55555555555556,4.444444444444445,2,1,1
2016,9,septembre,Europe,Standard Class,Corporate,116,5,52,30,64,64,0,4.310344827586207,44.827586206896555,25.862068965517242,55.172413793103445,0.0,4,4,0
2016,9,septembre,USCA,First Class,Corporate,22,0,0,7,19,19,3,0.0,0.0,31.818181818181817,86.36363636363636,13.636363636363635,2,1,1
2016,9,septembre,Pacific Asia,Same Day,Consumer,23,7,17,10,5,5,1,30.434782608695656,73.91304347826086,43.47826086956522,21.73913043478261,4.3478260869565215,0,0,0
2016,9,septembre,Europe,Same Day,Consumer,34,0,29,2,5,5,0,0.0,85.29411764705883,5.88235294117647,14.705882352941178,0.0,0,0,0
2016,9,septembre,Pacific Asia,Standard Class,Home Office,158,23,106,35,50,50,9,14.556962025316455,67.08860759493672,22.151898734177212,31.645569620253166,5.69620253164557,3,4,-1
2016,9,septembre,USCA,Second Class,Home Office,15,4,8,4,7,7,0,26.666666666666668,53.333333333333336,26.666666666666668,46.666666666666664,0.0,3,2,1
2016,9,septembre,Pacific Asia,Same Day,Home Office,9,0,9,0,0,0,0,0.0,100.0,0.0,0.0,0.0,0,0,0
2016,9,septembre,Europe,Standard Class,Consumer,258,52,140,97,116,116,14,20.155038759689923,54.263565891472865,37.5968992248062,44.96124031007752,5.426356589147287,4,4,0
2016,9,septembre,Pacific Asia,First Class,Corporate,71,0,0,24,71,71,0,0.0,0.0,33.80281690140845,100.0,0.0,2,1,1
2016,9,septembre,USCA,Standard Class,Consumer,48,0,28,10,20,20,4,0.0,58.333333333333336,20.833333333333336,41.66666666666667,8.333333333333332,4,4,0
2016,9,septembre,Pacific Asia,Second Class,Corporate,127,17,33,37,90,90,4,13.385826771653544,25.984251968503933,29.133858267716533,70.86614173228347,3.149606299212598,3,2,1
2016,9,septembre,USCA,First Class,Home Office,13,0,0,5,13,13,0,0.0,0.0,38.46153846153847,100.0,0.0,2,1,1
2016,9,septembre,USCA,Standard Class,Corporate,37,5,23,8,14,14,3,13.513513513513514,62.16216216216216,21.62162162162162,37.83783783783784,8.108108108108109,4,4,0
2016,9,septembre,Pacific Asia,Second Class,Consumer,156,1,13,44,140,140,9,0.641025641025641,8.333333333333332,28.205128205128204,89.74358974358975,5.769230769230769,4,2,2
2016,9,septembre,Pacific Asia,Second Class,Home Office,30,3,11,10,19,19,0,10.0,36.666666666666664,33.33333333333333,63.33333333333333,0.0,3,2,1
2016,9,septembre,Pacific Asia,Standard Class,Consumer,479,92,294,164,180,180,18,19.206680584551147,61.37787056367432,34.23799582463465,37.578288100208766,3.7578288100208765,3,4,-1
2016,9,septembre,Pacific Asia,Standard Class,Corporate,295,64,174,112,116,116,9,21.694915254237287,58.98305084745763,37.96610169491525,39.32203389830509,3.050847457627119,4,4,0
2016,9,septembre,USCA,Same Day,Consumer,6,2,6,2,0,0,0,33.33333333333333,100.0,33.33333333333333,0.0,0.0,0,0,0
2016,9,septembre,USCA,Second Class,Consumer,14,0,4,8,10,10,0,0.0,28.57142857142857,57.14285714285714,71.42857142857143,0.0,3,2,1
2016,9,septembre,USCA,Standard Class,Home Office,10,3,5,6,5,5,0,30.0,50.0,60.0,50.0,0.0,4,4,0
2016,10,octobre,Africa,Second Class,Corporate,135,5,26,44,109,109,2,3.7037037037037033,19.25925925925926,32.592592592592595,80.74074074074075,1.4814814814814816,4,2,2
2016,10,octobre,Africa,First Class,Consumer,176,0,0,55,174,174,2,0.0,0.0,31.25,98.86363636363636,1.1363636363636365,2,1,1
2016,10,octobre,Pacific Asia,Same Day,Consumer,78,34,62,37,16,16,0,43.58974358974359,79.48717948717949,47.43589743589743,20.51282051282051,0.0,0,0,0
